Q normint
16.2773 0.046
23.0195 0.038
28.1931 1.0
32.5545 0.4505
36.3971 0.019
39.871 0.013
46.0389 0.2222
48.8316 0.007
51.4732 0.005
53.9857 0.2222
56.3859 0.0611
58.6886 0.003
60.9038 0.005
65.1091 0.028
67.1128 0.003
69.0585 0.002
70.9509 0.0911
72.7941 0.0871
74.5918 0.002
76.3471 0.001
